Name,Forks,Watchers,Contributors,Commits,Branches,Open Issues,Closed Issues,Open PRs,Closed PRs,Stargazers,Size,Language,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions
Signal-Android,5770,904,275,12324,4,265,9907,9,2665,23623,960740,Java,True,False,True,True,False,False
react-native-elements,4535,377,381,2389,10,63,1980,13,1596,23619,163385,TypeScript,True,True,True,False,True,True
BaseRecyclerViewAdapterHelper,5028,571,37,1423,8,537,2929,18,264,23556,65316,Kotlin,True,True,True,True,False,False
hammer.js,2656,533,87,1199,9,273,763,34,216,23531,10221,JavaScript,True,True,True,True,False,False
Depix,2901,394,10,54,3,,,1,27,23510,847,Python,False,True,True,False,False,False
quasar,3183,473,639,13043,12,377,6847,97,4312,23498,279360,JavaScript,True,True,True,False,False,True
Vundle.vim,2591,704,63,629,16,163,551,44,198,23494,935,Vim script,True,True,True,True,True,False
numpy,8104,585,1479,32309,28,1985,9449,176,12105,23495,124594,Python,True,True,True,True,False,False
fe-interview,3152,656,6,1619,2,5361,24,3,14,23495,6656,JavaScript,True,True,True,True,False,False
Python-programming-exercises,6598,824,2,25,1,61,11,93,20,23493,778,,True,True,True,True,False,False
components,6513,929,672,10708,91,1762,12330,158,12731,23491,100363,TypeScript,True,True,True,True,False,True
nsq,2858,841,124,2258,2,51,575,13,793,23452,13989,Go,True,False,True,False,False,False
docsify,5568,264,175,1679,43,200,969,58,746,23451,26436,JavaScript,True,True,True,True,True,True
feather,1210,264,39,643,26,378,231,107,469,23450,15559,JavaScript,True,True,True,True,False,False
YesPlayMusic,3456,204,54,651,5,444,1108,4,361,23438,48244,Vue,True,True,True,True,False,True
rollup,1344,259,347,5260,16,432,2608,18,1918,23434,25374,JavaScript,True,True,True,True,False,True
tools,670,191,213,4150,33,79,1256,11,2922,23426,143558,Rust,True,True,False,False,False,True
aos,2430,314,20,259,15,306,352,27,109,23414,1465,JavaScript,True,True,True,True,True,False
remix,1910,216,544,3992,34,221,1345,94,2892,23408,36883,TypeScript,True,False,True,False,False,True
awesome-compose,4427,372,63,267,11,54,33,53,210,23408,6066,HTML,True,False,True,False,False,False
professional-programming,2017,641,26,355,1,0,17,2,42,23379,4628,Python,True,True,True,True,False,False
Hystrix,4699,1668,109,2109,10,342,681,52,753,23372,9784,Java,True,True,True,True,True,False
dnSpy,4571,958,69,3932,1,,,0,83,23324,35047,C#,False,False,True,True,False,False
RxSwift,4072,540,343,3664,20,14,1193,6,1277,23318,16237,Swift,True,True,True,True,False,False
flutter-go,3786,661,19,754,19,,,5,185,23309,117712,Dart,False,False,True,False,False,False
mdb-ui-kit,3538,786,108,1465,5,8,1160,1,335,23303,49191,SCSS,True,True,True,True,True,False
Web,5929,658,1,816,1,45,136,10,67,23302,7285,,True,True,True,True,False,False
docz,1502,183,135,1609,6,107,1136,0,485,23264,10072,TypeScript,True,True,True,False,False,True
awesome-swift,3041,914,614,3918,2,1,129,1,1670,23263,6931,Ruby,True,True,True,False,True,False
pkg,992,271,68,1135,8,45,1325,12,270,23251,41256,JavaScript,True,False,True,True,False,True
gitlabhq,5735,986,1969,110447,2200,,,13,3608,23248,1453378,Ruby,False,False,True,False,False,False
eShopOnContainers,9930,1491,165,4199,31,30,1204,14,798,23200,659359,C#,True,True,True,True,False,True
devise,5563,479,554,3823,26,135,4025,66,1340,23186,5785,Ruby,True,False,True,True,True,False
go,6168,1592,41,411,4,2,46,30,110,23153,1378,,True,True,True,True,True,False
redash,4020,591,392,7314,223,520,1772,261,3403,23137,27933,Python,True,True,True,False,True,True
pocketbase,925,156,33,682,5,37,662,0,124,23137,32912,Go,True,True,True,False,False,True
jax,2151,306,504,16065,324,1147,3032,286,9611,23131,78737,Python,True,False,True,False,False,True
discord.js,3832,439,462,7538,13,84,3603,52,5076,23099,42764,TypeScript,True,True,True,False,False,True
ink,562,109,100,549,11,35,268,4,262,23076,1631,TypeScript,True,True,True,False,False,True
k3s,2047,283,1817,2749,26,187,4024,30,2786,23076,580099,Go,True,True,True,True,False,True
lightning,2886,231,846,9254,156,595,5513,47,8847,23063,125335,Python,True,True,True,False,False,True
rufus,2270,544,120,2038,7,12,2022,0,189,23058,36082,C,True,True,True,True,True,False
iTerm2-Color-Schemes,6439,345,172,681,2,17,82,1,305,23052,138907,Shell,True,True,True,False,True,False
Mask_RCNN,11442,590,42,203,1,1832,837,115,164,23047,122597,Python,True,True,True,True,False,False
taichi,2187,396,220,10596,232,667,1746,39,5482,23040,58251,C++,True,True,True,True,False,True
faas,1848,495,161,2110,4,27,793,3,912,23038,28329,Go,True,False,True,False,False,False
servo,2710,498,1137,45523,135,3405,8410,73,17763,23027,1307670,,True,True,True,True,False,True
CodeHub,657,6662,10,593,7,234,406,3,21,22997,75636,C#,True,False,True,True,True,False
pure,2533,745,71,871,3,3,570,3,539,22989,5173,JavaScript,True,False,True,False,False,True
ramda,1462,271,315,2987,2,132,1469,26,1709,22975,8491,JavaScript,True,True,True,True,False,True
streisand,2037,631,139,1424,7,211,929,27,622,22970,4116,Shell,True,True,True,True,False,False
spacemacs,4947,503,1172,12580,24,334,8020,45,7526,22962,61436,Emacs Lisp,True,True,True,True,False,True
awesome-sysadmin,2863,1304,141,515,2,72,26,191,301,22943,592,,True,True,True,True,True,False
coder2gwy,3394,358,3,58,1,117,26,1,3,22943,520,,True,False,True,False,False,False
ngrok,4254,669,24,328,4,220,610,14,65,22919,858,Go,True,True,True,False,False,False
hosts,1985,564,132,3412,1,47,1602,3,600,22913,685653,Python,True,True,True,True,False,True
viper,1880,250,145,571,7,367,424,97,545,22914,1301,Go,True,True,True,True,False,True
Wox,2377,533,108,2753,6,987,2413,14,452,22889,98270,C#,True,False,True,True,False,False
HowToLiveLonger,1563,204,7,58,1,79,35,8,15,22948,70,,True,True,True,True,False,False
PhotoSwipe,3334,545,70,697,4,595,1177,0,223,22857,30540,JavaScript,True,True,True,True,False,True
editor.js,1767,228,63,707,57,431,803,49,905,22836,20326,TypeScript,True,True,True,False,False,True
vapor,1409,532,227,5700,22,97,1467,22,1364,22813,16637,Swift,True,False,True,False,False,False
architecture-components-samples,8326,897,64,636,27,147,537,42,330,22792,21556,Kotlin,True,True,False,False,False,False
glances,1376,496,151,4870,12,193,1448,2,669,22790,38290,Python,True,True,True,True,True,True
react-redux,3346,419,279,1139,4,15,1198,3,729,22784,7514,TypeScript,True,False,True,False,False,True
coc.nvim,917,129,238,5640,18,36,3100,16,1117,22747,68785,TypeScript,True,False,True,True,False,True
apollo,9197,1116,306,19204,32,499,3461,87,10857,22729,3179449,C++,True,False,True,True,True,False
eslint,4131,316,949,8910,56,111,9498,16,6710,22677,39163,JavaScript,True,True,True,False,False,True
croc,980,243,79,1757,35,98,274,17,173,22673,24647,Go,True,False,True,False,False,False
logrus,2235,318,256,1229,13,3,657,69,650,22629,980,Go,True,True,True,True,False,False
90DaysOfDevOps,5346,510,91,1542,3,5,67,5,312,22605,301007,Shell,True,True,True,True,True,True
netron,2470,289,1,6773,2,26,906,1,163,22570,48146,JavaScript,True,False,True,False,True,False
sails,1974,650,239,7161,79,490,5849,74,852,22566,13135,JavaScript,True,False,True,False,True,False
tachiyomi,2494,575,570,5791,1,431,6738,18,2179,22558,52743,Kotlin,True,False,True,False,False,True
algorithms,4478,641,193,954,4,56,100,144,601,22550,1452,Python,True,True,True,True,False,False
GitHubDaily,2595,1081,3,87,1,127,154,2,9,22542,2855,,True,True,True,True,False,False
server,3508,560,875,67647,720,2054,13875,391,20840,22540,3289509,PHP,True,True,True,True,True,False
react-three-fiber,1299,199,183,2399,14,46,795,12,588,22535,23446,TypeScript,True,True,True,False,False,True
mostly-adequate-guide,1841,562,169,853,2,71,203,16,351,22531,5412,JavaScript,True,True,True,True,False,False
guzzle,2387,455,351,3634,5,10,1792,5,1322,22517,9953,PHP,True,False,True,False,False,False
annotated_deep_learning_paper_implementations,2408,299,18,706,2,16,71,2,78,22511,149690,Jupyter Notebook,True,True,True,True,True,True
spleeter,2463,374,15,530,18,173,554,22,89,22499,9823,Python,True,True,True,True,False,False
NativeScript,1631,671,225,7242,103,917,5645,31,3471,22498,116148,TypeScript,True,True,True,True,False,True
Awesome,2211,710,138,523,2,46,79,73,292,22485,683,,True,True,True,True,False,False
cascadia-code,740,247,16,196,3,113,457,4,90,22485,19187,Python,True,True,True,True,False,False
v2ray-core,3598,405,132,6357,23,44,713,31,896,22490,68205,Go,True,True,True,False,False,True
ember.js,4296,874,818,22188,66,375,6277,93,10041,22450,78470,JavaScript,True,True,True,False,False,False
octotree,1876,380,66,718,1,37,719,0,385,22446,82923,JavaScript,True,False,True,False,False,True
redux-saga,2037,256,321,1939,11,17,1455,3,870,22445,8916,JavaScript,True,True,True,True,True,True
awesome-vscode,1176,489,186,701,3,20,25,45,279,22424,10573,JavaScript,True,True,True,True,True,False
idiomatic.js,3184,914,90,504,5,33,48,20,155,22421,1237,,True,True,True,True,False,False
react-navigation,4901,327,176,2627,44,616,8435,26,1646,22415,60950,TypeScript,True,True,True,False,False,True
hub,2370,591,243,3329,17,242,1780,47,773,22415,7319,Go,True,True,False,False,True,False
draft-js,2701,334,252,1201,142,797,978,161,1202,22383,36831,JavaScript,True,True,True,True,True,False
blog,2407,5079,2,94,1,10,5,0,6,22376,19107,,True,True,True,True,False,False
docker_practice,5525,853,107,1205,5,3,201,1,312,22366,11860,Go,True,True,True,True,True,False
logseq,1349,181,208,11406,88,1396,4859,38,2625,22366,131676,Clojure,True,True,True,False,False,True
awesome-piracy,2002,686,118,585,1,162,138,96,298,22354,2170,HTML,True,False,True,False,False,False
copilot-docs,2444,411,9,34,3,,,19,20,22334,53737,,False,False,True,False,False,True
core-js,1635,251,118,5204,6,29,852,7,314,22330,39451,JavaScript,True,False,True,False,True,True
mpv,2602,483,415,50219,38,835,7610,119,3037,22330,100045,C,True,True,True,True,False,False
sweetalert,2897,460,62,363,14,160,548,33,257,22248,5478,TypeScript,True,True,True,True,True,False
openzeppelin-contracts,11380,655,403,3186,39,153,1481,56,2454,22247,32978,JavaScript,True,False,True,False,False,False
stablediffusion,2716,300,17,87,5,141,53,30,31,22248,75263,Python,True,True,True,True,False,False
localForage,1250,314,105,1124,10,203,498,35,337,22217,4857,JavaScript,True,True,True,True,True,True
react-redux-links,2494,741,56,401,1,16,22,16,86,22200,1588,,True,True,True,True,False,False
jellyfin,2068,296,895,24113,19,773,4129,98,4003,22176,59496,C#,True,True,True,False,False,True
ML-From-Scratch,4367,941,6,374,1,32,36,18,17,22148,553,Python,True,True,True,True,False,False
flv.js,3378,614,17,431,15,406,301,25,52,22117,1672,JavaScript,True,True,True,True,True,False
wepy,3067,725,169,2454,32,352,1794,31,661,22114,9541,JavaScript,True,True,True,True,False,False
react-admin,4898,275,544,16493,57,99,4055,28,4724,22113,339322,TypeScript,True,False,True,False,True,False
gson,4233,745,140,1822,12,290,1237,107,689,22109,12044,Java,True,False,False,False,False,False
ipfs,1487,999,78,406,3,5,212,1,154,22092,2298,,True,False,True,False,False,True
AgentGPT,7561,237,41,632,55,82,141,10,248,22086,19819,TypeScript,True,True,True,False,False,True
Telegram,7410,1195,16,499,2,,,240,363,22062,405272,Java,False,True,True,False,False,False
zig,1650,283,676,24056,25,2191,6229,130,7092,22061,260079,Zig,True,True,True,True,False,False
leetcode,3958,287,112,7497,1,0,32,0,952,22039,517309,Java,True,False,True,False,True,True
stb,7549,611,189,2149,2,90,641,78,568,22022,5484,C,True,True,True,False,False,True
fairseq,5439,370,303,2288,65,883,2961,105,1148,22014,24646,Python,True,True,True,False,False,False
envoy,4252,599,1009,18084,29,1374,7895,126,17977,22011,208622,C++,True,True,True,True,False,False
mocha,3002,397,485,3601,33,255,2622,37,2008,22007,22206,JavaScript,True,False,True,True,False,True
intro.js,2627,460,102,1300,17,42,728,21,1093,21997,45028,HTML,True,False,True,False,True,False
chosen,4184,672,104,1287,9,249,2123,56,707,21978,3057,HTML,True,True,True,False,True,False
flow,1872,400,756,15957,185,1674,4948,61,2219,21976,119288,OCaml,True,True,True,True,False,False
go-patterns,2038,618,11,72,2,15,13,48,43,21977,927,Go,True,True,True,False,True,False
zod,755,46,224,1828,47,188,1096,74,483,21956,4721,TypeScript,True,True,True,True,False,True
github1s,798,108,43,351,5,55,145,3,288,21947,17150,TypeScript,True,True,True,True,False,True
chinese-independent-developer,2016,1024,115,978,2,2,71,0,172,21945,1350,,True,True,True,True,True,True
OpenBBTerminal,2165,250,194,5408,68,182,1590,18,3053,21945,1560046,Python,True,True,True,False,True,True
polymer,2027,866,147,6878,76,45,3865,13,1426,21941,30658,HTML,True,True,True,True,False,False
autocomplete,5020,78,392,4293,157,121,353,37,1408,21939,24923,TypeScript,True,False,True,True,False,False
SwiftyJSON,3397,628,139,745,7,109,583,20,396,21919,1116,Swift,True,True,True,False,False,False
python-telegram-bot,4758,598,200,2567,9,11,1881,7,1482,21910,12819,Python,True,True,True,True,False,True
algo,6963,843,113,1065,1,102,22,50,359,21907,1173,Python,True,True,True,True,False,False
homebridge,1964,650,109,1455,7,21,2920,2,371,21905,3262,TypeScript,True,False,True,True,True,False
react-starter-kit,4145,537,6,55,8,3,1182,1,839,21903,16507,TypeScript,True,False,True,True,False,True
RedisDesktopManager,3266,623,77,2166,8,46,4494,4,558,21884,78590,C++,True,False,True,False,False,True
setup-ipsec-vpn,5886,653,20,1290,1,1,1258,1,92,21881,7352,Shell,True,False,True,False,False,False
MonitorControl,679,153,65,234,2,63,720,0,233,21877,29797,Swift,True,True,True,True,True,True
DeepSpeech,3732,658,136,3466,61,110,1975,18,1646,21877,50567,C++,True,True,True,True,False,False
backstage,4045,215,1099,40476,313,349,3758,93,12887,21864,3103637,TypeScript,True,True,True,False,True,True
helix,1536,153,578,4510,17,853,2058,285,2929,21825,28200,Rust,True,True,True,True,True,True
chatgpt-web,8360,158,70,368,3,240,1168,28,244,21820,5774,Vue,True,True,True,True,False,False
Ryujinx,2112,314,166,2799,3,403,1543,64,2844,21824,28671,C#,True,True,True,True,False,False
skywalking,6202,849,434,7588,9,66,4714,0,4688,21803,168155,Java,True,False,True,False,False,True
mediapipe,4559,499,32,2046,7,247,3849,85,225,21789,597310,C++,True,True,True,True,True,False
windows95,1279,451,17,197,7,124,106,9,52,21786,3822,TypeScript,True,False,True,False,False,False
tdesktop,4497,791,155,14785,10,790,11749,15,1601,21786,201083,C++,True,False,True,True,False,False
iosched,6260,1448,58,3139,7,55,187,22,148,21745,58059,Kotlin,True,True,True,False,False,False
react-bootstrap,3513,428,469,4457,20,127,3291,38,3146,21705,30603,TypeScript,True,True,True,True,False,False
penpot,1009,190,127,10035,52,254,804,9,1931,21679,108992,Clojure,True,False,True,False,False,True
openssl,9163,992,779,33058,22,1876,6526,282,12150,21673,284339,C,True,True,True,True,False,False
faiss,2930,449,114,813,23,300,1762,12,711,21670,125132,C++,True,True,True,True,True,True
howler.js,2168,364,94,889,2,301,1042,42,221,21661,32214,JavaScript,True,False,True,False,False,True
exa,634,144,151,1605,3,257,588,55,290,21636,3876,Rust,True,False,True,False,False,False
termux-app,2553,1057,69,1428,7,288,2026,39,273,21633,4329,Java,True,False,True,True,False,True
elixir,3050,678,1204,19163,18,13,4933,1,7590,21624,65437,Elixir,True,False,True,True,False,False
freqtrade,4714,593,266,20892,14,38,3769,15,4787,21618,169695,Python,True,True,True,True,False,False
NLP-progress,3574,1276,289,791,1,35,65,14,521,21613,1345,Python,True,True,True,True,True,False
notable,1109,206,21,460,2,677,903,1,73,21610,8943,,True,False,True,False,False,False
srs,4973,843,89,8529,12,179,1033,26,574,21581,249489,C++,True,False,True,True,False,False
firecracker,1539,339,197,4358,31,120,1203,28,2293,21579,26687,Rust,True,True,True,False,False,True
micro,1118,259,268,2823,23,689,1264,89,703,21541,12767,Go,True,True,True,True,False,True
directus,2708,300,299,10317,104,204,6130,23,6163,21533,380441,TypeScript,True,True,True,True,False,True
dragula,1992,361,39,366,3,106,407,50,139,21527,1942,JavaScript,True,True,True,False,True,False
fish-shell,1703,283,789,17263,30,451,6268,9,2936,21515,77750,C++,True,True,True,True,False,True
scrollreveal,2192,418,22,950,2,26,452,1,52,21513,1140,JavaScript,True,False,True,True,False,False
pumpkin-book,4608,627,26,442,1,16,53,0,59,21514,10594,,True,True,True,True,True,False
vuepress,4776,265,376,2145,33,487,1420,85,1131,21511,14870,JavaScript,True,True,True,True,False,False
docker-cheat-sheet,4593,756,96,432,2,5,22,1,167,21501,747,,True,True,True,True,False,False
celery,4484,480,1060,12190,87,554,4295,64,2863,21503,34535,Python,True,True,True,True,False,True
highlight.js,3471,301,641,6509,11,77,1881,13,1788,21498,14497,JavaScript,True,True,True,True,False,False
wttr.in,995,224,164,1256,4,245,321,14,277,21494,1638,Python,True,True,True,True,False,True
libgdx,6418,1178,547,15225,3,208,3396,76,3427,21485,1102224,Java,True,True,True,True,False,False
react-motion,1203,285,72,809,25,149,249,44,184,21468,5349,JavaScript,True,True,True,True,True,False
awesome-actions,1376,292,282,1252,3,14,25,91,497,21455,1083,,True,True,True,True,False,False
table,2794,164,360,2155,5,90,2139,21,937,21452,21330,TypeScript,True,True,True,False,False,True
passport,1213,317,34,617,15,329,416,36,114,21451,614,JavaScript,True,True,True,True,False,True
v2rayNG,3435,453,30,68,1,186,1716,1,182,21449,233210,Kotlin,True,True,True,True,False,True
libuv,3360,703,506,5159,7,104,1454,46,2155,21430,17936,C,True,False,True,False,False,True
javascript-testing-best-practices,1894,323,69,1009,50,46,14,13,176,21423,10454,JavaScript,True,True,True,True,False,False
Hero,1717,367,78,558,3,33,564,0,149,21405,31215,Swift,True,False,True,True,True,True
bitcoinbook,5594,1081,184,3915,2,70,298,54,618,21395,49091,AsciiDoc,True,True,True,False,False,False
aseprite,2048,418,71,9087,21,1348,1960,13,467,21382,38004,C++,True,True,True,False,False,False
api-guidelines,2620,635,71,705,36,90,100,26,205,21342,2205,,True,False,True,False,False,False
llama,3422,223,6,11,1,190,64,35,16,21347,36,Python,True,True,True,False,False,False
TDengine,4656,708,155,51172,240,933,2937,30,17278,21328,284739,C,True,False,True,False,False,False
vant,9471,369,280,9506,10,28,6682,6,4854,21308,242210,TypeScript,True,False,True,True,True,True
locust,2690,435,240,3982,52,11,1427,1,897,21308,7479,Python,True,True,True,True,False,False
WaveFunctionCollapse,1133,507,16,140,1,1,46,0,33,21303,31094,C#,True,True,True,True,False,False
electron-react-boilerplate,3622,276,160,1110,7,59,1765,14,1563,21283,17536,TypeScript,True,True,True,False,False,False
turbo,1433,121,329,4547,186,364,737,105,3028,21275,511321,Rust,True,False,True,False,True,True
homemade-machine-learning,3896,937,3,252,1,11,14,11,10,21264,14827,Jupyter Notebook,True,False,True,False,False,False
validator.js,2146,226,445,2205,3,139,853,136,1086,21263,5429,JavaScript,True,True,True,True,False,False
Kingfisher,2406,363,177,2586,7,90,1195,3,700,21255,5837,Swift,True,False,True,True,False,True
DesignPatternsPHP,4520,1214,177,1277,5,1,111,1,372,21251,6143,PHP,True,True,True,False,False,True
awesome-datascience,5449,1400,213,990,1,0,49,0,335,21236,1461,,True,True,True,True,True,True
pug,1972,548,252,2572,11,279,2268,21,833,21229,14862,JavaScript,True,False,True,False,True,False
trilium,1417,242,82,6391,31,805,2114,20,268,21224,110178,JavaScript,True,False,True,True,True,True
flink,11987,945,1130,33307,109,,,1022,21544,21223,496677,Java,False,False,True,False,False,False
vegeta,1286,322,57,671,30,85,304,25,199,21203,1736,Go,True,True,True,True,False,False
gfwlist,3983,727,9,3613,1,444,1928,1,26,21201,78558,,True,True,True,True,False,False
Rectangle,611,87,105,1076,2,70,431,0,217,21185,4872,Swift,True,True,True,True,False,True
v8,3833,973,462,82139,5473,,,1,65,21184,1300193,C++,False,False,True,True,False,False
CyberChef,2494,363,118,3570,2,261,523,104,509,21131,88589,JavaScript,True,True,True,True,True,False
redisson,5052,891,125,7957,3,317,4122,37,517,21117,22886,Java,True,False,True,True,False,True
dapr,1651,424,220,4140,45,338,2514,45,3266,21114,118347,Go,True,False,True,False,False,False
tornado,5486,997,371,4591,25,188,1579,26,1468,21107,10033,Python,True,True,True,True,True,False
dracula-theme,2225,185,66,580,1,5,624,0,121,21086,1225,,True,False,True,False,False,True
refined-github,1439,213,295,3449,10,146,3332,1,3101,21081,21775,TypeScript,True,False,True,True,False,False
rancher,2800,635,210,10355,285,2363,28805,116,9671,21031,141676,Go,True,True,True,True,False,False
lens,1266,252,108,3935,254,872,2370,14,4428,21001,693478,TypeScript,True,True,True,False,True,True
masscan,2914,657,50,705,6,343,165,44,156,20997,3496,C,True,True,True,True,True,False
lux,2462,355,90,793,1,430,498,7,289,20989,2557,Go,True,False,True,False,False,False
normalizr,896,201,62,455,39,,,0,193,20984,2471,JavaScript,False,False,True,False,False,True
autoprefixer,1299,383,181,2610,4,35,1099,2,333,20983,8024,JavaScript,True,False,True,False,True,False
Sentinel,7588,789,185,804,41,537,1517,183,795,20950,7753,Java,True,True,True,True,False,True
games,2804,891,141,648,1,173,85,136,262,20923,510,,True,True,True,False,False,False
hosts,10627,1284,9,601,3,66,353,2,86,20921,13238,,True,False,True,True,False,False
wiki,2323,303,195,2093,3,55,2407,78,530,20919,37602,Vue,True,True,True,False,False,True
flameshot,1322,204,225,1867,20,407,1696,20,933,20890,23414,C++,True,True,True,False,False,True
awesome-deep-learning,5830,1216,137,533,2,4,14,21,187,20869,832,,True,True,True,True,True,False
vnpy,7879,1346,119,6554,3,10,1964,0,1421,20845,253895,Python,True,True,True,True,False,False
The-Art-Of-Programming-By-July-2nd,7176,1863,105,3690,1,47,83,21,322,20838,27547,C,True,True,True,True,False,False
modern-cpp-tutorial,2765,628,77,280,1,5,108,0,138,20828,39501,C++,True,False,True,False,False,True
API-Security-Checklist,2494,532,83,335,1,11,28,1,134,20819,484,,True,True,True,True,False,False
tips,1753,569,79,402,4,17,17,11,160,20815,393,JavaScript,True,True,True,True,False,False
IntelliJ-IDEA-Tutorial,7364,1780,29,478,1,1,76,0,74,20800,151086,,True,True,True,True,False,False
bazel,3763,612,879,35884,131,1808,9429,178,6333,20800,912932,Java,True,True,True,True,False,True
the-swift-programming-language-in-chinese,5160,1284,230,2527,14,11,398,1,813,20782,41134,CSS,True,True,True,True,True,False
jenkins,8081,864,745,33692,38,,,68,7884,20778,152554,Java,False,False,False,False,False,False
gentelella,6843,1097,64,458,9,36,609,20,241,20751,35085,HTML,True,False,True,True,True,False
k9s,1330,144,193,1431,27,386,1043,47,612,20747,63797,Go,True,True,True,True,False,False
nanoid,748,158,120,968,4,5,202,0,202,20742,4603,JavaScript,True,False,True,False,True,True
react-native-web,1780,334,167,1930,15,59,1632,14,686,20738,94458,JavaScript,True,False,True,False,True,True
WeChatExtension-ForMac,3499,296,18,1054,2,819,853,0,72,20726,198245,Objective-C,True,True,True,True,False,True
en.javascript.info,3599,342,783,6432,27,118,680,108,2527,20721,756073,HTML,True,False,True,False,False,True
ExoPlayer,5951,854,232,15057,4,727,9191,35,1144,20700,323930,Java,True,True,True,False,True,False
awesome-falsehood,502,381,37,494,3,1,24,1,119,20698,2285,,True,False,True,False,False,False
RevokeMsgPatcher,2667,233,4,240,3,43,447,0,9,20694,3630,C#,True,True,True,True,False,True
security-guide-for-developers,1616,1109,23,146,2,8,4,11,31,20690,5838,,True,True,True,True,False,False
es6tutorial,8957,894,215,2105,1,0,549,1,603,20664,5557,JavaScript,True,True,True,True,True,False
js-cookie,2109,348,51,868,5,3,527,1,255,20645,794,JavaScript,True,False,True,True,False,True
30-Days-Of-React,5604,370,8,272,1,44,14,145,117,20646,18498,JavaScript,True,True,True,True,False,False
Rocket,1420,262,268,2233,8,45,1392,7,700,20633,7672,Rust,True,False,True,False,False,True
Babylon.js,3144,553,477,39947,10,100,2749,12,10937,20608,1041893,TypeScript,True,False,True,False,False,False
SummaryOfLoanSuspension,2229,343,135,1065,2,,,3,507,20574,188407,HTML,False,True,True,False,False,True
kratos,3796,442,248,1752,31,102,904,71,1723,20574,9422,Go,True,True,True,False,True,True
forem,3706,353,683,12587,142,560,4625,20,13421,20572,1358921,Ruby,True,True,True,True,False,True
generator-jhipster,3981,735,685,45181,32,274,7033,33,14733,20571,141764,TypeScript,True,True,True,False,False,False
novu,1364,135,281,11028,314,163,803,43,2268,20562,93152,TypeScript,True,False,True,False,False,True
PicGo,2056,174,15,501,6,20,995,3,35,20556,4217,TypeScript,True,True,True,True,True,False
ChromeAppHeroes,2244,636,3,799,10,15,31,12,15,20538,801397,JavaScript,True,True,True,True,True,True
daisyui,807,132,111,1987,4,87,960,6,185,20537,807653,Svelte,True,True,True,False,True,True
headlessui,848,168,77,595,10,10,888,3,525,20535,4639,TypeScript,True,True,True,False,False,True
delve,2054,383,197,2431,7,100,1435,11,1777,20527
