Forks,Watchers,Contributors,Commits,Branches,Open Issues,Closed Issues,Open PRs,Closed PRs,Size,Language,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions,Stargazers
5770,904,275,12324,4,265.0,9907.0,9,2665,960740.0,6,True,False,True,True,False,False,23623
4535,377,381,2389,10,63.0,1980.0,13,1596,163385.0,0,True,True,True,False,True,True,23619
5028,571,37,1423,8,537.0,2929.0,18,264,65316.0,25,True,True,True,True,False,False,23556
2656,533,87,1199,9,273.0,763.0,34,216,10221.0,2,True,True,True,True,False,False,23531
3183,473,639,13043,12,377.0,6847.0,97,4312,279360.0,2,True,True,True,False,False,True,23498
2591,704,63,629,16,163.0,551.0,44,198,935.0,38,True,True,True,True,True,False,23494
8104,585,1479,32309,28,1985.0,9449.0,176,12105,124594.0,1,True,True,True,True,False,False,23495
3152,656,6,1619,2,5361.0,24.0,3,14,6656.0,2,True,True,True,True,False,False,23495
6513,929,672,10708,91,1762.0,12330.0,158,12731,100363.0,0,True,True,True,True,False,True,23491
2858,841,124,2258,2,51.0,575.0,13,793,13989.0,9,True,False,True,False,False,False,23452
5568,264,175,1679,43,200.0,969.0,58,746,26436.0,2,True,True,True,True,True,True,23451
1210,264,39,643,26,378.0,231.0,107,469,15559.0,2,True,True,True,True,False,False,23450
3456,204,54,651,5,444.0,1108.0,4,361,48244.0,14,True,True,True,True,False,True,23438
1344,259,347,5260,16,432.0,2608.0,18,1918,25374.0,2,True,True,True,True,False,True,23434
670,191,213,4150,33,79.0,1256.0,11,2922,143558.0,11,True,True,False,False,False,True,23426
2430,314,20,259,15,306.0,352.0,27,109,1465.0,2,True,True,True,True,True,False,23414
1910,216,544,3992,34,221.0,1345.0,94,2892,36883.0,0,True,False,True,False,False,True,23408
4427,372,63,267,11,54.0,33.0,53,210,6066.0,18,True,False,True,False,False,False,23408
2017,641,26,355,1,0.0,17.0,2,42,4628.0,1,True,True,True,True,False,False,23379
4699,1668,109,2109,10,342.0,681.0,52,753,9784.0,6,True,True,True,True,True,False,23372
4072,540,343,3664,20,14.0,1193.0,6,1277,16237.0,26,True,True,True,True,False,False,23318
3538,786,108,1465,5,8.0,1160.0,1,335,49191.0,29,True,True,True,True,True,False,23303
1502,183,135,1609,6,107.0,1136.0,0,485,10072.0,0,True,True,True,False,False,True,23264
3041,914,614,3918,2,1.0,129.0,1,1670,6931.0,23,True,True,True,False,True,False,23263
992,271,68,1135,8,45.0,1325.0,12,270,41256.0,2,True,False,True,True,False,True,23251
9930,1491,165,4199,31,30.0,1204.0,14,798,659359.0,10,True,True,True,True,False,True,23200
5563,479,554,3823,26,135.0,4025.0,66,1340,5785.0,23,True,False,True,True,True,False,23186
4020,591,392,7314,223,520.0,1772.0,261,3403,27933.0,1,True,True,True,False,True,True,23137
925,156,33,682,5,37.0,662.0,0,124,32912.0,9,True,True,True,False,False,True,23137
2151,306,504,16065,324,1147.0,3032.0,286,9611,78737.0,1,True,False,True,False,False,True,23131
3832,439,462,7538,13,84.0,3603.0,52,5076,42764.0,0,True,True,True,False,False,True,23099
562,109,100,549,11,35.0,268.0,4,262,1631.0,0,True,True,True,False,False,True,23076
2047,283,1817,2749,26,187.0,4024.0,30,2786,580099.0,9,True,True,True,True,False,True,23076
2886,231,846,9254,156,595.0,5513.0,47,8847,125335.0,1,True,True,True,False,False,True,23063
2270,544,120,2038,7,12.0,2022.0,0,189,36082.0,13,True,True,True,True,True,False,23058
6439,345,172,681,2,17.0,82.0,1,305,138907.0,4,True,True,True,False,True,False,23052
11442,590,42,203,1,1832.0,837.0,115,164,122597.0,1,True,True,True,True,False,False,23047
2187,396,220,10596,232,667.0,1746.0,39,5482,58251.0,3,True,True,True,True,False,True,23040
1848,495,161,2110,4,27.0,793.0,3,912,28329.0,9,True,False,True,False,False,False,23038
657,6662,10,593,7,234.0,406.0,3,21,75636.0,10,True,False,True,True,True,False,22997
2533,745,71,871,3,3.0,570.0,3,539,5173.0,2,True,False,True,False,False,True,22989
1462,271,315,2987,2,132.0,1469.0,26,1709,8491.0,2,True,True,True,True,False,True,22975
2037,631,139,1424,7,211.0,929.0,27,622,4116.0,4,True,True,True,True,False,False,22970
4947,503,1172,12580,24,334.0,8020.0,45,7526,61436.0,39,True,True,True,True,False,True,22962
4254,669,24,328,4,220.0,610.0,14,65,858.0,9,True,True,True,False,False,False,22919
1985,564,132,3412,1,47.0,1602.0,3,600,685653.0,1,True,True,True,True,False,True,22913
1880,250,145,571,7,367.0,424.0,97,545,1301.0,9,True,True,True,True,False,True,22914
2377,533,108,2753,6,987.0,2413.0,14,452,98270.0,10,True,False,True,True,False,False,22889
3334,545,70,697,4,595.0,1177.0,0,223,30540.0,2,True,True,True,True,False,True,22857
1767,228,63,707,57,431.0,803.0,49,905,20326.0,0,True,True,True,False,False,True,22836
1409,532,227,5700,22,97.0,1467.0,22,1364,16637.0,26,True,False,True,False,False,False,22813
8326,897,64,636,27,147.0,537.0,42,330,21556.0,25,True,True,False,False,False,False,22792
1376,496,151,4870,12,193.0,1448.0,2,669,38290.0,1,True,True,True,True,True,True,22790
3346,419,279,1139,4,15.0,1198.0,3,729,7514.0,0,True,False,True,False,False,True,22784
917,129,238,5640,18,36.0,3100.0,16,1117,68785.0,0,True,False,True,True,False,True,22747
9197,1116,306,19204,32,499.0,3461.0,87,10857,3179449.0,3,True,False,True,True,True,False,22729
4131,316,949,8910,56,111.0,9498.0,16,6710,39163.0,2,True,True,True,False,False,True,22677
980,243,79,1757,35,98.0,274.0,17,173,24647.0,9,True,False,True,False,False,False,22673
2235,318,256,1229,13,3.0,657.0,69,650,980.0,9,True,True,True,True,False,False,22629
5346,510,91,1542,3,5.0,67.0,5,312,301007.0,4,True,True,True,True,True,True,22605
2470,289,1,6773,2,26.0,906.0,1,163,48146.0,2,True,False,True,False,True,False,22570
1974,650,239,7161,79,490.0,5849.0,74,852,13135.0,2,True,False,True,False,True,False,22566
2494,575,570,5791,1,431.0,6738.0,18,2179,52743.0,25,True,False,True,False,False,True,22558
4478,641,193,954,4,56.0,100.0,144,601,1452.0,1,True,True,True,True,False,False,22550
3508,560,875,67647,720,2054.0,13875.0,391,20840,3289509.0,24,True,True,True,True,True,False,22540
1299,199,183,2399,14,46.0,795.0,12,588,23446.0,0,True,True,True,False,False,True,22535
1841,562,169,853,2,71.0,203.0,16,351,5412.0,2,True,True,True,True,False,False,22531
2387,455,351,3634,5,10.0,1792.0,5,1322,9953.0,24,True,False,True,False,False,False,22517
2408,299,18,706,2,16.0,71.0,2,78,149690.0,16,True,True,True,True,True,True,22511
2463,374,15,530,18,173.0,554.0,22,89,9823.0,1,True,True,True,True,False,False,22499
1631,671,225,7242,103,917.0,5645.0,31,3471,116148.0,0,True,True,True,True,False,True,22498
740,247,16,196,3,113.0,457.0,4,90,19187.0,1,True,True,True,True,False,False,22485
3598,405,132,6357,23,44.0,713.0,31,896,68205.0,9,True,True,True,False,False,True,22490
4296,874,818,22188,66,375.0,6277.0,93,10041,78470.0,2,True,True,True,False,False,False,22450
1876,380,66,718,1,37.0,719.0,0,385,82923.0,2,True,False,True,False,False,True,22446
2037,256,321,1939,11,17.0,1455.0,3,870,8916.0,2,True,True,True,True,True,True,22445
1176,489,186,701,3,20.0,25.0,45,279,10573.0,2,True,True,True,True,True,False,22424
4901,327,176,2627,44,616.0,8435.0,26,1646,60950.0,0,True,True,True,False,False,True,22415
2370,591,243,3329,17,242.0,1780.0,47,773,7319.0,9,True,True,False,False,True,False,22415
2701,334,252,1201,142,797.0,978.0,161,1202,36831.0,2,True,True,True,True,True,False,22383
5525,853,107,1205,5,3.0,201.0,1,312,11860.0,9,True,True,True,True,True,False,22366
1349,181,208,11406,88,1396.0,4859.0,38,2625,131676.0,17,True,True,True,False,False,True,22366
2002,686,118,585,1,162.0,138.0,96,298,2170.0,18,True,False,True,False,False,False,22354
1635,251,118,5204,6,29.0,852.0,7,314,39451.0,2,True,False,True,False,True,True,22330
2602,483,415,50219,38,835.0,7610.0,119,3037,100045.0,13,True,True,True,True,False,False,22330
2897,460,62,363,14,160.0,548.0,33,257,5478.0,0,True,True,True,True,True,False,22248
11380,655,403,3186,39,153.0,1481.0,56,2454,32978.0,2,True,False,True,False,False,False,22247
2716,300,17,87,5,141.0,53.0,30,31,75263.0,1,True,True,True,True,False,False,22248
1250,314,105,1124,10,203.0,498.0,35,337,4857.0,2,True,True,True,True,True,True,22217
2068,296,895,24113,19,773.0,4129.0,98,4003,59496.0,10,True,True,True,False,False,True,22176
4367,941,6,374,1,32.0,36.0,18,17,553.0,1,True,True,True,True,False,False,22148
3378,614,17,431,15,406.0,301.0,25,52,1672.0,2,True,True,True,True,True,False,22117
3067,725,169,2454,32,352.0,1794.0,31,661,9541.0,2,True,True,True,True,False,False,22114
4898,275,544,16493,57,99.0,4055.0,28,4724,339322.0,0,True,False,True,False,True,False,22113
4233,745,140,1822,12,290.0,1237.0,107,689,12044.0,6,True,False,False,False,False,False,22109
7561,237,41,632,55,82.0,141.0,10,248,19819.0,0,True,True,True,False,False,True,22086
1650,283,676,24056,25,2191.0,6229.0,130,7092,260079.0,28,True,True,True,True,False,False,22061
3958,287,112,7497,1,0.0,32.0,0,952,517309.0,6,True,False,True,False,True,True,22039
7549,611,189,2149,2,90.0,641.0,78,568,5484.0,13,True,True,True,False,False,True,22022
5439,370,303,2288,65,883.0,2961.0,105,1148,24646.0,1,True,True,True,False,False,False,22014
4252,599,1009,18084,29,1374.0,7895.0,126,17977,208622.0,3,True,True,True,True,False,False,22011
3002,397,485,3601,33,255.0,2622.0,37,2008,22206.0,2,True,False,True,True,False,True,22007
2627,460,102,1300,17,42.0,728.0,21,1093,45028.0,18,True,False,True,False,True,False,21997
4184,672,104,1287,9,249.0,2123.0,56,707,3057.0,18,True,True,True,False,True,False,21978
1872,400,756,15957,185,1674.0,4948.0,61,2219,119288.0,40,True,True,True,True,False,False,21976
2038,618,11,72,2,15.0,13.0,48,43,927.0,9,True,True,True,False,True,False,21977
755,46,224,1828,47,188.0,1096.0,74,483,4721.0,0,True,True,True,True,False,True,21956
798,108,43,351,5,55.0,145.0,3,288,17150.0,0,True,True,True,True,False,True,21947
2165,250,194,5408,68,182.0,1590.0,18,3053,1560046.0,1,True,True,True,False,True,True,21945
2027,866,147,6878,76,45.0,3865.0,13,1426,30658.0,18,True,True,True,True,False,False,21941
5020,78,392,4293,157,121.0,353.0,37,1408,24923.0,0,True,False,True,True,False,False,21939
3397,628,139,745,7,109.0,583.0,20,396,1116.0,26,True,True,True,False,False,False,21919
4758,598,200,2567,9,11.0,1881.0,7,1482,12819.0,1,True,True,True,True,False,True,21910
6963,843,113,1065,1,102.0,22.0,50,359,1173.0,1,True,True,True,True,False,False,21907
1964,650,109,1455,7,21.0,2920.0,2,371,3262.0,0,True,False,True,True,True,False,21905
4145,537,6,55,8,3.0,1182.0,1,839,16507.0,0,True,False,True,True,False,True,21903
3266,623,77,2166,8,46.0,4494.0,4,558,78590.0,3,True,False,True,False,False,True,21884
5886,653,20,1290,1,1.0,1258.0,1,92,7352.0,4,True,False,True,False,False,False,21881
679,153,65,234,2,63.0,720.0,0,233,29797.0,26,True,True,True,True,True,True,21877
3732,658,136,3466,61,110.0,1975.0,18,1646,50567.0,3,True,True,True,True,False,False,21877
4045,215,1099,40476,313,349.0,3758.0,93,12887,3103637.0,0,True,True,True,False,True,True,21864
1536,153,578,4510,17,853.0,2058.0,285,2929,28200.0,11,True,True,True,True,True,True,21825
8360,158,70,368,3,240.0,1168.0,28,244,5774.0,14,True,True,True,True,False,False,21820
2112,314,166,2799,3,403.0,1543.0,64,2844,28671.0,10,True,True,True,True,False,False,21824
6202,849,434,7588,9,66.0,4714.0,0,4688,168155.0,6,True,False,True,False,False,True,21803
4559,499,32,2046,7,247.0,3849.0,85,225,597310.0,3,True,True,True,True,True,False,21789
1279,451,17,197,7,124.0,106.0,9,52,3822.0,0,True,False,True,False,False,False,21786
4497,791,155,14785,10,790.0,11749.0,15,1601,201083.0,3,True,False,True,True,False,False,21786
6260,1448,58,3139,7,55.0,187.0,22,148,58059.0,25,True,True,True,False,False,False,21745
3513,428,469,4457,20,127.0,3291.0,38,3146,30603.0,0,True,True,True,True,False,False,21705
1009,190,127,10035,52,254.0,804.0,9,1931,108992.0,17,True,False,True,False,False,True,21679
9163,992,779,33058,22,1876.0,6526.0,282,12150,284339.0,13,True,True,True,True,False,False,21673
2930,449,114,813,23,300.0,1762.0,12,711,125132.0,3,True,True,True,True,True,True,21670
2168,364,94,889,2,301.0,1042.0,42,221,32214.0,2,True,False,True,False,False,True,21661
634,144,151,1605,3,257.0,588.0,55,290,3876.0,11,True,False,True,False,False,False,21636
2553,1057,69,1428,7,288.0,2026.0,39,273,4329.0,6,True,False,True,True,False,True,21633
3050,678,1204,19163,18,13.0,4933.0,1,7590,65437.0,41,True,False,True,True,False,False,21624
4714,593,266,20892,14,38.0,3769.0,15,4787,169695.0,1,True,True,True,True,False,False,21618
3574,1276,289,791,1,35.0,65.0,14,521,1345.0,1,True,True,True,True,True,False,21613
4973,843,89,8529,12,179.0,1033.0,26,574,249489.0,3,True,False,True,True,False,False,21581
1539,339,197,4358,31,120.0,1203.0,28,2293,26687.0,11,True,True,True,False,False,True,21579
1118,259,268,2823,23,689.0,1264.0,89,703,12767.0,9,True,True,True,True,False,True,21541
2708,300,299,10317,104,204.0,6130.0,23,6163,380441.0,0,True,True,True,True,False,True,21533
1992,361,39,366,3,106.0,407.0,50,139,1942.0,2,True,True,True,False,True,False,21527
1703,283,789,17263,30,451.0,6268.0,9,2936,77750.0,3,True,True,True,True,False,True,21515
2192,418,22,950,2,26.0,452.0,1,52,1140.0,2,True,False,True,True,False,False,21513
4776,265,376,2145,33,487.0,1420.0,85,1131,14870.0,2,True,True,True,True,False,False,21511
4484,480,1060,12190,87,554.0,4295.0,64,2863,34535.0,1,True,True,True,True,False,True,21503
3471,301,641,6509,11,77.0,1881.0,13,1788,14497.0,2,True,True,True,True,False,False,21498
995,224,164,1256,4,245.0,321.0,14,277,1638.0,1,True,True,True,True,False,True,21494
6418,1178,547,15225,3,208.0,3396.0,76,3427,1102224.0,6,True,True,True,True,False,False,21485
1203,285,72,809,25,149.0,249.0,44,184,5349.0,2,True,True,True,True,True,False,21468
2794,164,360,2155,5,90.0,2139.0,21,937,21330.0,0,True,True,True,False,False,True,21452
1213,317,34,617,15,329.0,416.0,36,114,614.0,2,True,True,True,True,False,True,21451
3435,453,30,68,1,186.0,1716.0,1,182,233210.0,25,True,True,True,True,False,True,21449
3360,703,506,5159,7,104.0,1454.0,46,2155,17936.0,13,True,False,True,False,False,True,21430
1894,323,69,1009,50,46.0,14.0,13,176,10454.0,2,True,True,True,True,False,False,21423
1717,367,78,558,3,33.0,564.0,0,149,31215.0,26,True,False,True,True,True,True,21405
5594,1081,184,3915,2,70.0,298.0,54,618,49091.0,42,True,True,True,False,False,False,21395
2048,418,71,9087,21,1348.0,1960.0,13,467,38004.0,3,True,True,True,False,False,False,21382
3422,223,6,11,1,190.0,64.0,35,16,36.0,1,True,True,True,False,False,False,21347
4656,708,155,51172,240,933.0,2937.0,30,17278,284739.0,13,True,False,True,False,False,False,21328
9471,369,280,9506,10,28.0,6682.0,6,4854,242210.0,0,True,False,True,True,True,True,21308
2690,435,240,3982,52,11.0,1427.0,1,897,7479.0,1,True,True,True,True,False,False,21308
1133,507,16,140,1,1.0,46.0,0,33,31094.0,10,True,True,True,True,False,False,21303
3622,276,160,1110,7,59.0,1765.0,14,1563,17536.0,0,True,True,True,False,False,False,21283
1433,121,329,4547,186,364.0,737.0,105,3028,511321.0,11,True,False,True,False,True,True,21275
3896,937,3,252,1,11.0,14.0,11,10,14827.0,16,True,False,True,False,False,False,21264
2146,226,445,2205,3,139.0,853.0,136,1086,5429.0,2,True,True,True,True,False,False,21263
2406,363,177,2586,7,90.0,1195.0,3,700,5837.0,26,True,False,True,True,False,True,21255
4520,1214,177,1277,5,1.0,111.0,1,372,6143.0,24,True,True,True,False,False,True,21251
1972,548,252,2572,11,279.0,2268.0,21,833,14862.0,2,True,False,True,False,True,False,21229
1417,242,82,6391,31,805.0,2114.0,20,268,110178.0,2,True,False,True,True,True,True,21224
1286,322,57,671,30,85.0,304.0,25,199,1736.0,9,True,True,True,True,False,False,21203
611,87,105,1076,2,70.0,431.0,0,217,4872.0,26,True,True,True,True,False,True,21185
2494,363,118,3570,2,261.0,523.0,104,509,88589.0,2,True,True,True,True,True,False,21131
5052,891,125,7957,3,317.0,4122.0,37,517,22886.0,6,True,False,True,True,False,True,21117
1651,424,220,4140,45,338.0,2514.0,45,3266,118347.0,9,True,False,True,False,False,False,21114
5486,997,371,4591,25,188.0,1579.0,26,1468,10033.0,1,True,True,True,True,True,False,21107
1439,213,295,3449,10,146.0,3332.0,1,3101,21775.0,0,True,False,True,True,False,False,21081
2800,635,210,10355,285,2363.0,28805.0,116,9671,141676.0,9,True,True,True,True,False,False,21031
1266,252,108,3935,254,872.0,2370.0,14,4428,693478.0,0,True,True,True,False,True,True,21001
2914,657,50,705,6,343.0,165.0,44,156,3496.0,13,True,True,True,True,True,False,20997
2462,355,90,793,1,430.0,498.0,7,289,2557.0,9,True,False,True,False,False,False,20989
1299,383,181,2610,4,35.0,1099.0,2,333,8024.0,2,True,False,True,False,True,False,20983
7588,789,185,804,41,537.0,1517.0,183,795,7753.0,6,True,True,True,True,False,True,20950
2323,303,195,2093,3,55.0,2407.0,78,530,37602.0,14,True,True,True,False,False,True,20919
1322,204,225,1867,20,407.0,1696.0,20,933,23414.0,3,True,True,True,False,False,True,20890
7879,1346,119,6554,3,10.0,1964.0,0,1421,253895.0,1,True,True,True,True,False,False,20845
7176,1863,105,3690,1,47.0,83.0,21,322,27547.0,13,True,True,True,True,False,False,20838
2765,628,77,280,1,5.0,108.0,0,138,39501.0,3,True,False,True,False,False,True,20828
1753,569,79,402,4,17.0,17.0,11,160,393.0,2,True,True,True,True,False,False,20815
3763,612,879,35884,131,1808.0,9429.0,178,6333,912932.0,6,True,True,True,True,False,True,20800
5160,1284,230,2527,14,11.0,398.0,1,813,41134.0,15,True,True,True,True,True,False,20782
6843,1097,64,458,9,36.0,609.0,20,241,35085.0,18,True,False,True,True,True,False,20751
1330,144,193,1431,27,386.0,1043.0,47,612,63797.0,9,True,True,True,True,False,False,20747
748,158,120,968,4,5.0,202.0,0,202,4603.0,2,True,False,True,False,True,True,20742
1780,334,167,1930,15,59.0,1632.0,14,686,94458.0,2,True,False,True,False,True,True,20738
3499,296,18,1054,2,819.0,853.0,0,72,198245.0,37,True,True,True,True,False,True,20726
3599,342,783,6432,27,118.0,680.0,108,2527,756073.0,18,True,False,True,False,False,True,20721
5951,854,232,15057,4,727.0,9191.0,35,1144,323930.0,6,True,True,True,False,True,False,20700
2667,233,4,240,3,43.0,447.0,0,9,3630.0,10,True,True,True,True,False,True,20694
8957,894,215,2105,1,0.0,549.0,1,603,5557.0,2,True,True,True,True,True,False,20664
2109,348,51,868,5,3.0,527.0,1,255,794.0,2,True,False,True,True,False,True,20645
5604,370,8,272,1,44.0,14.0,145,117,18498.0,2,True,True,True,True,False,False,20646
1420,262,268,2233,8,45.0,1392.0,7,700,7672.0,11,True,False,True,False,False,True,20633
3144,553,477,39947,10,100.0,2749.0,12,10937,1041893.0,0,True,False,True,False,False,False,20608
3796,442,248,1752,31,102.0,904.0,71,1723,9422.0,9,True,True,True,False,True,True,20574
3706,353,683,12587,142,560.0,4625.0,20,13421,1358921.0,23,True,True,True,True,False,True,20572
3981,735,685,45181,32,274.0,7033.0,33,14733,141764.0,0,True,True,True,False,False,False,20571
1364,135,281,11028,314,163.0,803.0,43,2268,93152.0,0,True,False,True,False,False,True,20562
2056,174,15,501,6,20.0,995.0,3,35,4217.0,0,True,True,True,True,True,False,20556
2244,636,3,799,10,15.0,31.0,12,15,801397.0,2,True,True,True,True,True,True,20538
807,132,111,1987,4,87.0,960.0,6,185,807653.0,43,True,True,True,False,True,True,20537
848,168,77,595,10,10.0,888.0,3,525,4639.0,0,True,True,True,False,False,True,20535
